Text,URL
bill-account-collectors,/profile/summary/43-3011.00
billing-posting-clerks,/profile/summary/43-3021.00
biochemists-biophysicists,/profile/summary/19-1021.00
bioengineers-biomedical-engineers,/profile/summary/17-2031.00
biofuels-processing-technicians,/profile/summary/51-8099.01
biofuels-production-managers,/profile/summary/11-3051.03
biofuels-biodiesel-technology-product-development-managers,/profile/summary/11-9041.01
bioinformatics-scientists,/profile/summary/19-1029.01
bioinformatics-technicians,/profile/summary/15-2099.01
biological-science-teachers-postsecondary,/profile/summary/25-1042.00
biological-technicians,/profile/summary/19-4021.00
biologists,/profile/summary/19-1029.04
biomass-plant-technicians,/profile/summary/51-8013.03
biomass-power-plant-managers,/profile/summary/11-3051.04
biostatisticians,/profile/summary/15-2041.01
blockchain-engineers,/profile/summary/15-1299.07
boilermakers,/profile/summary/47-2011.00
bookkeeping-accounting-auditing-clerks,/profile/summary/43-3031.00
brickmasons-blockmasons,/profile/summary/47-2021.00
bridge-lock-tenders,/profile/summary/53-6011.00
broadcast-announcers-radio-disc-jockeys,/profile/summary/27-3011.00
broadcast-technicians,/profile/summary/27-4012.00
brokerage-clerks,/profile/summary/43-4011.00
brownfield-redevelopment-specialists-site-managers,/profile/summary/11-9199.11
budget-analysts,/profile/summary/13-2031.00
bus-truck-mechanics-diesel-engine-specialists,/profile/summary/49-3031.00
bus-drivers-school,/profile/summary/53-3051.00
bus-drivers-transit-intercity,/profile/summary/53-3052.00
business-continuity-planners,/profile/summary/13-1199.04
business-intelligence-analysts,/profile/summary/15-2051.01
business-teachers-postsecondary,/profile/summary/25-1011.00
butchers-meat-cutters,/profile/summary/51-3021.00
buyers-purchasing-agents-farm-products,/profile/summary/13-1021.00
cabinetmakers-bench-carpenters,/profile/summary/51-7011.00
calibration-technologists-technicians,/profile/summary/17-3028.00
camera-photographic-equipment-repairers,/profile/summary/49-9061.00
camera-operators-television-video-film,/profile/summary/27-4031.00
captains-mates-pilots-of-water-vessels,/profile/summary/53-5021.00
cardiologists,/profile/summary/29-1212.00
cardiovascular-technologists-technicians,/profile/summary/29-2031.00
career-technical-education-teachers-middle-school,/profile/summary/25-2023.00
career-technical-education-teachers-postsecondary,/profile/summary/25-1194.00
career-technical-education-teachers-secondary-school,/profile/summary/25-2032.00
cargo-freight-agents,/profile/summary/43-5011.00
carpenters,/profile/summary/47-2031.00
carpet-installers,/profile/summary/47-2041.00
cartographers-photogrammetrists,/profile/summary/17-1021.00
cashiers,/profile/summary/41-2011.00
cement-masons-concrete-finishers,/profile/summary/47-2051.00
chefs-head-cooks,/profile/summary/35-1011.00
chemical-engineers,/profile/summary/17-2041.00
chemical-equipment-operators-tenders,/profile/summary/51-9011.00
chemical-plant-system-operators,/profile/summary/51-8091.00
chemical-technicians,/profile/summary/19-4031.00
chemistry-teachers-postsecondary,/profile/summary/25-1052.00
chemists,/profile/summary/19-2031.00
chief-executives,/profile/summary/11-1011.00
chief-sustainability-officers,/profile/summary/11-1011.03
child-family-school-social-workers,/profile/summary/21-1021.00
childcare-workers,/profile/summary/39-9011.00
chiropractors,/profile/summary/29-1011.00
choreographers,/profile/summary/27-2032.00
civil-engineering-technologists-technicians,/profile/summary/17-3022.00
civil-engineers,/profile/summary/17-2051.00
claims-adjusters-examiners-investigators,/profile/summary/13-1031.00
cleaners-of-vehicles-equipment,/profile/summary/53-7061.00
cleaning-washing-metal-pickling-equipment-operators-tenders,/profile/summary/51-9192.00
clergy,/profile/summary/21-2011.00
climate-change-policy-analysts,/profile/summary/19-2041.01
clinical-counseling-psychologists,/profile/summary/19-3033.00
clinical-data-managers,/profile/summary/15-2051.02
clinical-neuropsychologists,/profile/summary/19-3039.03
clinical-nurse-specialists,/profile/summary/29-1141.04
clinical-research-coordinators,/profile/summary/11-9121.01
coaches-scouts,/profile/summary/27-2022.00
coating-painting-spraying-machine-setters-operators-tenders,/profile/summary/51-9124.00
coil-winders-tapers-finishers,/profile/summary/51-2021.00
coin-vending-amusement-machine-servicers-repairers,/profile/summary/49-9091.00
commercial-industrial-designers,/profile/summary/27-1021.00
commercial-divers,/profile/summary/49-9092.00
commercial-pilots,/profile/summary/53-2012.00
communications-teachers-postsecondary,/profile/summary/25-1122.00
community-health-workers,/profile/summary/21-1094.00
compensation-benefits-managers,/profile/summary/11-3111.00
compensation-benefits-job-analysis-specialists,/profile/summary/13-1141.00
compliance-managers,/profile/summary/11-9199.02
compliance-officers,/profile/summary/13-1041.00
computer-information-research-scientists,/profile/summary/15-1221.00
computer-information-systems-managers,/profile/summary/11-3021.00
computer-hardware-engineers,/profile/summary/17-2061.00
computer-network-architects,/profile/summary/15-1241.00
computer-network-support-specialists,/profile/summary/15-1231.00
computer-numerically-controlled-tool-operators,/profile/summary/51-9161.00
computer-numerically-controlled-tool-programmers,/profile/summary/51-9162.00
computer-programmers,/profile/summary/15-1251.00
computer-science-teachers-postsecondary,/profile/summary/25-1021.00
computer-systems-analysts,/profile/summary/15-1211.00
computer-systems-engineers-architects,/profile/summary/15-1299.08
computer-user-support-specialists,/profile/summary/15-1232.00
computer-automated-teller-office-machine-repairers,/profile/summary/49-2011.00
concierges,/profile/summary/39-6012.00
conservation-scientists,/profile/summary/19-1031.00
construction-building-inspectors,/profile/summary/47-4011.00
construction-laborers,/profile/summary/47-2061.00
construction-managers,/profile/summary/11-9021.00
continuous-mining-machine-operators,/profile/summary/47-5041.00
control-valve-installers-repairers,/profile/summary/49-9012.00
conveyor-operators-tenders,/profile/summary/53-7011.00
cooks-fast-food,/profile/summary/35-2011.00
cooks-institution-cafeteria,/profile/summary/35-2012.00
cooks-private-household,/profile/summary/35-2013.00
cooks-restaurant,/profile/summary/35-2014.00
cooks-short-order,/profile/summary/35-2015.00
cooling-freezing-equipment-operators-tenders,/profile/summary/51-9193.00
coroners,/profile/summary/13-1041.06
correctional-officers-jailers,/profile/summary/33-3012.00
correspondence-clerks,/profile/summary/43-4021.00
cost-estimators,/profile/summary/13-1051.00
costume-attendants,/profile/summary/39-3092.00
counter-rental-clerks,/profile/summary/41-2021.00
couriers-messengers,/profile/summary/43-5021.00
court-reporters-simultaneous-captioners,/profile/summary/27-3092.00
court-municipal-license-clerks,/profile/summary/43-4031.00
craft-artists,/profile/summary/27-1012.00
crane-tower-operators,/profile/summary/53-7021.00
credit-analysts,/profile/summary/13-2041.00
credit-authorizers-checkers-clerks,/profile/summary/43-4041.00
credit-counselors,/profile/summary/13-2071.00
crematory-operators,/profile/summary/39-4012.00
criminal-justice-law-enforcement-teachers-postsecondary,/profile/summary/25-1111.00
critical-care-nurses,/profile/summary/29-1141.03
crossing-guards-flaggers,/profile/summary/33-9091.00
crushing-grinding-polishing-machine-setters-operators-tenders,/profile/summary/51-9021.00
curators,/profile/summary/25-4012.00
customer-service-representatives,/profile/summary/43-4051.00
customs-border-protection-officers,/profile/summary/33-3051.04
customs-brokers,/profile/summary/13-1041.08
cutters-trimmers-hand,/profile/summary/51-9031.00
cutting-slicing-machine-setters-operators-tenders,/profile/summary/51-9032.00
cutting-punching-press-machine-setters-operators-tenders-metal-plastic,/profile/summary/51-4031.00
cytogenetic-technologists,/profile/summary/29-2011.01
cytotechnologists,/profile/summary/29-2011.02
dancers,/profile/summary/27-2031.00
data-entry-keyers,/profile/summary/43-9021.00
data-scientists,/profile/summary/15-2051.00
data-warehousing-specialists,/profile/summary/15-1243.01
database-administrators,/profile/summary/15-1242.00
database-architects,/profile/summary/15-1243.00
demonstrators-product-promoters,/profile/summary/41-9011.00
dental-assistants,/profile/summary/31-9091.00
dental-hygienists,/profile/summary/29-1292.00
dental-laboratory-technicians,/profile/summary/51-9081.00
dentists-general,/profile/summary/29-1021.00
dermatologists,/profile/summary/29-1213.00
derrick-operators-oil-gas,/profile/summary/47-5011.00
desktop-publishers,/profile/summary/43-9031.00
detectives-criminal-investigators,/profile/summary/33-3021.00
diagnostic-medical-sonographers,/profile/summary/29-2032.00
dietetic-technicians,/profile/summary/29-2051.00
dietitians-nutritionists,/profile/summary/29-1031.00
digital-forensics-analysts,/profile/summary/15-1299.06
dining-room-cafeteria-attendants-bartender-helpers,/profile/summary/35-9011.00
directors-religious-activities-education,/profile/summary/21-2021.00
disc-jockeys,/profile/summary/27-2091.00
dishwashers,/profile/summary/35-9021.00
dispatchers,/profile/summary/43-5032.00
document-management-specialists,/profile/summary/15-1299.03
door-to-door-sales-workers-news-street-vendors-related-workers,/profile/summary/41-9091.00
dredge-operators,/profile/summary/53-7031.00
drilling-boring-machine-tool-setters-operators-tenders-metal-plastic,/profile/summary/51-4032.00
driver-sales-workers,/profile/summary/53-3031.00
drywall-ceiling-tile-installers,/profile/summary/47-2081.00
earth-drillers,/profile/summary/47-5023.00
economics-teachers-postsecondary,/profile/summary/25-1063.00
economists,/profile/summary/19-3011.00
editors,/profile/summary/27-3041.00
education-childcare-administrators-preschool-daycare,/profile/summary/11-9031.00
education-administrators-kindergarten-through-secondary,/profile/summary/11-9032.00
education-administrators-postsecondary,/profile/summary/11-9033.00
education-teachers-postsecondary,/profile/summary/25-1081.00
educational-guidance-career-counselors-advisors,/profile/summary/21-1012.00
electric-motor-power-tool-related-repairers,/profile/summary/49-2092.00
electrical-electronic-engineering-technologists-technicians,/profile/summary/17-3023.00
electrical-electronic-equipment-assemblers,/profile/summary/51-2022.00
electrical-electronics-drafters,/profile/summary/17-3012.00
electrical-electronics-installers-repairers-transportation-equipment,/profile/summary/49-2093.00
electrical-electronics-repairers-commercial-industrial-equipment,/profile/summary/49-2094.00
electrical-electronics-repairers-powerhouse-substation-relay,/profile/summary/49-2095.00
electrical-engineers,/profile/summary/17-2071.00
electrical-power-line-installers-repairers,/profile/summary/49-9051.00
electricians,/profile/summary/47-2111.00
electro-mechanical-mechatronics-technologists-technicians,/profile/summary/17-3024.00
electromechanical-equipment-assemblers,/profile/summary/51-2023.00
electronic-equipment-installers-repairers-motor-vehicles,/profile/summary/49-2096.00
electronics-engineers,/profile/summary/17-2072.00
elementary-school-teachers,/profile/summary/25-2021.00
elevator-escalator-installers-repairers,/profile/summary/47-4021.00
eligibility-interviewers-government-programs,/profile/summary/43-4061.00
embalmers,/profile/summary/39-4011.00
emergency-management-directors,/profile/summary/11-9161.00
emergency-medical-technicians,/profile/summary/29-2042.00
emergency-medicine-physicians,/profile/summary/29-1214.00
endoscopy-technicians,/profile/summary/31-9099.02
energy-auditors,/profile/summary/47-4011.01
energy-engineers,/profile/summary/17-2199.03
engine-other-machine-assemblers,/profile/summary/51-2031.00
engineering-teachers-postsecondary,/profile/summary/25-1032.00
english-language-literature-teachers-postsecondary,/profile/summary/25-1123.00
entertainment-recreation-managers,/profile/summary/11-9072.00
environmental-compliance-inspectors,/profile/summary/13-1041.01
environmental-economists,/profile/summary/19-3011.01
environmental-engineering-technologists-technicians,/profile/summary/17-3025.00
environmental-engineers,/profile/summary/17-2081.00
environmental-restoration-planners,/profile/summary/19-2041.02
environmental-science-protection-technicians-including-health,/profile/summary/19-4042.00
environmental-science-teachers-postsecondary,/profile/summary/25-1053.00
environmental-scientists-specialists-including-health,/profile/summary/19-2041.00
epidemiologists,/profile/summary/19-1041.00
equal-opportunity-representatives-officers,/profile/summary/13-1041.03
etchers-engravers,/profile/summary/51-9194.00
excavating-loading-machine-dragline-operators-surface-mining,/profile/summary/47-5022.00
executive-secretaries-executive-administrative-assistants,/profile/summary/43-6011.00
exercise-physiologists,/profile/summary/29-1128.00
exercise-trainers-group-fitness-instructors,/profile/summary/39-9031.00
explosives-workers-ordnance-handling-experts-blasters,/profile/summary/47-5032.00
extruding-drawing-machine-setters-operators-tenders-metal-plastic,/profile/summary/51-4021.00
extruding-forming-machine-setters-operators-tenders-synthetic-glass-fibers,/profile/summary/51-6091.00
extruding-forming-pressing-compacting-machine-setters-operators-tenders,/profile/summary/51-9041.00
fabric-apparel-patternmakers,/profile/summary/51-6092.00
facilities-managers,/profile/summary/11-3013.00
fallers,/profile/summary/45-4021.00
family-consumer-sciences-teachers-postsecondary,/profile/summary/25-1192.00
family-medicine-physicians,/profile/summary/29-1215.00
farm-home-management-educators,/profile/summary/25-9021.00
farm-equipment-mechanics-service-technicians,/profile/summary/49-3041.00
farm-labor-contractors,/profile/summary/13-1074.00
farmers-ranchers-other-agricultural-managers,/profile/summary/11-9013.00
farmworkers-laborers-crop-nursery-greenhouse,/profile/summary/45-2092.00
farmworkers-farm-ranch-aquacultural-animals,/profile/summary/45-2093.00
fashion-designers,/profile/summary/27-1022.00
fast-food-counter-workers,/profile/summary/35-3023.00
fence-erectors,/profile/summary/47-4031.00
fiberglass-laminators-fabricators,/profile/summary/51-2051.00
file-clerks,/profile/summary/43-4071.00
film-video-editors,/profile/summary/27-4032.00
financial-investment-analysts,/profile/summary/13-2051.00
financial-examiners,/profile/summary/13-2061.00
financial-managers,/profile/summary/11-3031.00
financial-quantitative-analysts,/profile/summary/13-2099.01
financial-risk-specialists,/profile/summary/13-2054.00
fine-artists-including-painters-sculptors-illustrators,/profile/summary/27-1013.00
fire-inspectors-investigators,/profile/summary/33-2021.00
fire-prevention-protection-engineers,/profile/summary/17-2111.02
firefighters,/profile/summary/33-2011.00
first-line-supervisors-of-construction-trades-extraction-workers,/profile/summary/47-1011.00
first-line-supervisors-of-correctional-officers,/profile/summary/33-1011.00
first-line-supervisors-of-entertainment-recreation-workers,/profile/summary/39-1014.00
first-line-supervisors-of-farming-fishing-forestry-workers,/profile/summary/45-1011.00
first-line-supervisors-of-firefighting-prevention-workers,/profile/summary/33-1021.00
first-line-supervisors-of-food-preparation-serving-workers,/profile/summary/35-1012.00
first-line-supervisors-of-gambling-services-workers,/profile/summary/39-1013.00
first-line-supervisors-of-helpers-laborers-material-movers-hand,/profile/summary/53-1042.00
first-line-supervisors-of-housekeeping-janitorial-workers,/profile/summary/37-1011.00
first-line-supervisors-of-landscaping-lawn-service-groundskeeping-workers,/profile/summary/37-1012.00
first-line-supervisors-of-material-moving-machine-vehicle-operators,/profile/summary/53-1043.00
first-line-supervisors-of-mechanics-installers-repairers,/profile/summary/49-1011.00
first-line-supervisors-of-non-retail-sales-workers,/profile/summary/41-1012.00
first-line-supervisors-of-office-administrative-support-workers,/profile/summary/43-1011.00
first-line-supervisors-of-passenger-attendants,/profile/summary/53-1044.00
first-line-supervisors-of-personal-service-workers,/profile/summary/39-1022.00
first-line-supervisors-of-police-detectives,/profile/summary/33-1012.00
first-line-supervisors-of-production-operating-workers,/profile/summary/51-1011.00
first-line-supervisors-of-retail-sales-workers,/profile/summary/41-1011.00
first-line-supervisors-of-security-workers,/profile/summary/33-1091.00
fish-game-wardens,/profile/summary/33-3031.00
fishing-hunting-workers,/profile/summary/45-3031.00
fitness-wellness-coordinators,/profile/summary/11-9179.01
flight-attendants,/profile/summary/53-2031.00
floor-layers,/profile/summary/47-2042.00
floor-sanders-finishers,/profile/summary/47-2043.00
floral-designers,/profile/summary/27-1023.00
food-tobacco-roasting-baking-drying-machine-operators-tenders,/profile/summary/51-3091.00
food-batchmakers,/profile/summary/51-3092.00
food-cooking-machine-operators-tenders,/profile/summary/51-3093.00
food-preparation-workers,/profile/summary/35-2021.00
food-science-technicians,/profile/summary/19-4013.00
food-scientists-technologists,/profile/summary/19-1012.00
food-servers-nonrestaurant,/profile/summary/35-3041.00
food-service-managers,/profile/summary/11-9051.00
foreign-language-literature-teachers-postsecondary,/profile/summary/25-1124.00
forensic-science-technicians,/profile/summary/19-4092.00
forest-conservation-technicians,/profile/summary/19-4071.00
forest-conservation-workers,/profile/summary/45-4011.00
forest-fire-inspectors-prevention-specialists,/profile/summary/33-2022.00
foresters,/profile/summary/19-1032.00
forestry-conservation-science-teachers-postsecondary,/profile/summary/25-1043.00
forging-machine-setters-operators-tenders-metal-plastic,/profile/summary/51-4022.00
foundry-mold-coremakers,/profile/summary/51-4071.00
fraud-examiners-investigators-analysts,/profile/summary/13-2099.04
freight-forwarders,/profile/summary/43-5011.01
fuel-cell-engineers,/profile/summary/17-2141.01
fundraisers,/profile/summary/13-1131.00
fundraising-managers,/profile/summary/11-2033.00
funeral-attendants,/profile/summary/39-4021.00
funeral-home-managers,/profile/summary/11-9171.00
furnace-kiln-oven-drier-kettle-operators-tenders,/profile/summary/51-9051.00
furniture-finishers,/profile/summary/51-7021.00
gambling-sports-book-writers-runners,/profile/summary/39-3012.00
gambling-cage-workers,/profile/summary/43-3041.00
gambling-change-persons-booth-cashiers,/profile/summary/41-2012.00
gambling-dealers,/profile/summary/39-3011.00
gambling-managers,/profile/summary/11-9071.00
gambling-surveillance-officers-gambling-investigators,/profile/summary/33-9031.00
gas-compressor-gas-pumping-station-operators,/profile/summary/53-7071.00
gas-plant-operators,/profile/summary/51-8092.00
gem-diamond-workers,/profile/summary/51-9071.06
general-operations-managers,/profile/summary/11-1021.00
general-internal-medicine-physicians,/profile/summary/29-1216.00
genetic-counselors,/profile/summary/29-9092.00
geneticists,/profile/summary/19-1029.03
geodetic-surveyors,/profile/summary/17-1022.01
geographers,/profile/summary/19-3092.00
geographic-information-systems-technologists-technicians,/profile/summary/15-1299.02
geography-teachers-postsecondary,/profile/summary/25-1064.00
geological-technicians,/profile/summary/19-4043.00
geoscientists,/profile/summary/19-2042.00
geothermal-production-managers,/profile/summary/11-3051.02
geothermal-technicians,/profile/summary/49-9099.01
glass-blowers-molders-benders-finishers,/profile/summary/51-9195.04
glaziers,/profile/summary/47-2121.00
government-property-inspectors-investigators,/profile/summary/13-1041.04
graders-sorters-agricultural-products,/profile/summary/45-2041.00
graphic-designers,/profile/summary/27-1024.00
grinding-polishing-workers-hand,/profile/summary/51-9022.00
grinding-lapping-polishing-buffing-machine-tool-setters-operators-tenders-metal-plastic,/profile/summary/51-4033.00
hairdressers-hairstylists-cosmetologists,/profile/summary/39-5012.00
hazardous-materials-removal-workers,/profile/summary/47-4041.00
health-safety-engineers,/profile/summary/17-2111.00
health-education-specialists,/profile/summary/21-1091.00
health-informatics-specialists,/profile/summary/15-1211.01
health-information-technologists-medical-registrars,/profile/summary/29-9021.00
health-specialties-teachers-postsecondary,/profile/summary/25-1071.00
healthcare-social-workers,/profile/summary/21-1022.00
hearing-aid-specialists,/profile/summary/29-2092.00
heat-treating-equipment-setters-operators-tenders-metal-plastic,/profile/summary/51-4191.00
heating-air-conditioning-refrigeration-mechanics-installers,/profile/summary/49-9021.00
heavy-tractor-trailer-truck-drivers,/profile/summary/53-3032.00
helpers--brickmasons-blockmasons-stonemasons-tile-marble-setters,/profile/summary/47-3011.00
helpers--carpenters,/profile/summary/47-3012.00
helpers--electricians,/profile/summary/47-3013.00
helpers--extraction-workers,/profile/summary/47-5081.00
helpers--installation-maintenance-repair-workers,/profile/summary/49-9098.00
helpers--painters-paperhangers-plasterers-stucco-masons,/profile/summary/47-3014.00
helpers--pipelayers-plumbers-pipefitters-steamfitters,/profile/summary/47-3015.00
helpers--production-workers,/profile/summary/51-9198.00
helpers--roofers,/profile/summary/47-3016.00
highway-maintenance-workers,/profile/summary/47-4051.00
histology-technicians,/profile/summary/29-2012.01
historians,/profile/summary/19-3093.00
history-teachers-postsecondary,/profile/summary/25-1125.00
histotechnologists,/profile/summary/29-2011.04
hoist-winch-operators,/profile/summary/53-7041.00
home-appliance-repairers,/profile/summary/49-9031.00
home-health-aides,/profile/summary/31-1121.00
hospitalists,/profile/summary/29-1229.02
hosts-hostesses-restaurant-lounge-coffee-shop,/profile/summary/35-9031.00
hotel-motel-resort-desk-clerks,/profile/summary/43-4081.00
human-factors-engineers-ergonomists,/profile/summary/17-2112.01
human-resources-assistants,/profile/summary/43-4161.00
human-resources-managers,/profile/summary/11-3121.00
human-resources-specialists,/profile/summary/13-1071.00
hydroelectric-plant-technicians,/profile/summary/51-8013.04
hydroelectric-production-managers,/profile/summary/11-3051.06
hydrologic-technicians,/profile/summary/19-4044.00
hydrologists,/profile/summary/19-2043.00
industrial-ecologists,/profile/summary/19-2041.03
industrial-engineering-technologists-technicians,/profile/summary/17-3026.00
industrial-engineers,/profile/summary/17-2112.00
industrial-machinery-mechanics,/profile/summary/49-9041.00
industrial-production-managers,/profile/summary/11-3051.00
industrial-truck-tractor-operators,/profile/summary/53-7051.00
industrial-organizational-psychologists,/profile/summary/19-3032.00
information-security-analysts,/profile/summary/15-1212.00
information-security-engineers,/profile/summary/15-1299.05
information-technology-project-managers,/profile/summary/15-1299.09
inspectors-testers-sorters-samplers-weighers,/profile/summary/51-9061.00
instructional-coordinators,/profile/summary/25-9031.00
insulation-workers-floor-ceiling-wall,/profile/summary/47-2131.00
insulation-workers-mechanical,/profile/summary/47-2132.00
insurance-appraisers-auto-damage,/profile/summary/13-1032.00
insurance-claims-policy-processing-clerks,/profile/summary/43-9041.00
insurance-sales-agents,/profile/summary/41-3021.00
insurance-underwriters,/profile/summary/13-2053.00
intelligence-analysts,/profile/summary/33-3021.06
interior-designers,/profile/summary/27-1025.00
interpreters-translators,/profile/summary/27-3091.00
interviewers,/profile/summary/43-4111.00
investment-fund-managers,/profile/summary/11-3031.03
janitors-cleaners,/profile/summary/37-2011.00
jewelers-precious-stone-metal-workers,/profile/summary/51-9071.00
judges-magistrate-judges-magistrates,/profile/summary/23-1023.00
judicial-law-clerks,/profile/summary/23-1012.00
kindergarten-teachers,/profile/summary/25-2012.00
labor-relations-specialists,/profile/summary/13-1075.00
laborers-freight-stock-material-movers-hand,/profile/summary/53-7062.00
landscape-architects,/profile/summary/17-1012.00
landscaping-groundskeeping-workers,/profile/summary/37-3011.00
lathe-turning-machine-tool-setters-operators-tenders-metal-plastic,/profile/summary/51-4034.00
laundry-dry-cleaning-workers,/profile/summary/51-6011.00
law-teachers-postsecondary,/profile/summary/25-1112.00
lawyers,/profile/summary/23-1011.00
layout-workers-metal-plastic,/profile/summary/51-4192.00
legal-secretaries-administrative-assistants,/profile/summary/43-6012.00
legislators,/profile/summary/11-1031.00
librarians-media-collections-specialists,/profile/summary/25-4022.00
library-assistants-clerical,/profile/summary/43-4121.00
library-science-teachers-postsecondary,/profile/summary/25-1082.00
library-technicians,/profile/summary/25-4031.00
licensed-practical-licensed-vocational-nurses,/profile/summary/29-2061.00
lifeguards-ski-patrol-other-recreational-protective-service-workers,/profile/summary/33-9092.00
light-truck-drivers,/profile/summary/53-3033.00
lighting-technicians,/profile/summary/27-4015.00
loading-moving-machine-operators-underground-mining,/profile/summary/47-5044.00
loan-interviewers-clerks,/profile/summary/43-4131.00
loan-officers,/profile/summary/13-2072.00
locker-room-coatroom-dressing-room-attendants,/profile/summary/39-3093.00
locksmiths-safe-repairers,/profile/summary/49-9094.00
locomotive-engineers,/profile/summary/53-4011.00
lodging-managers,/profile/summary/11-9081.00
log-graders-scalers,/profile/summary/45-4023.00
logging-equipment-operators,/profile/summary/45-4022.00
logisticians,/profile/summary/13-1081.00
logistics-analysts,/profile/summary/13-1081.02
logistics-engineers,/profile/summary/13-1081.01
loss-prevention-managers,/profile/summary/11-9199.08
low-vision-therapists-orientation-mobility-specialists-vision-rehabilitation-therapists,/profile/summary/29-1122.01
machine-feeders-offbearers,/profile/summary/53-7063.00
machinists,/profile/summary/51-4041.00
magnetic-resonance-imaging-technologists,/profile/summary/29-2035.00
maids-housekeeping-cleaners,/profile/summary/37-2012.00
mail-clerks-mail-machine-operators,/profile/summary/43-9051.00
maintenance-repair-workers-general,/profile/summary/49-9071.00
maintenance-workers-machinery,/profile/summary/49-9043.00
makeup-artists-theatrical-performance,/profile/summary/39-5091.00
management-analysts,/profile/summary/13-1111.00
manicurists-pedicurists,/profile/summary/39-5092.00
manufactured-building-mobile-home-installers,/profile/summary/49-9095.00
manufacturing-engineers,/profile/summary/17-2112.03
marine-engineers-naval-architects,/profile/summary/17-2121.00
market-research-analysts-marketing-specialists,/profile/summary/13-1161.00
marketing-managers,/profile/summary/11-2021.00
marriage-family-therapists,/profile/summary/21-1013.00
massage-therapists,/profile/summary/31-9011.00
materials-engineers,/profile/summary/17-2131.00
