Text,URL
,/profile/bright/51-2022.00
Electrical & Electronics Drafters,/profile/summary/17-3012.00
"Electrical & Electronics Installers & Repairers, Transportation Equipment",/profile/summary/49-2093.00
,/profile/bright/49-2093.00
"Electrical & Electronics Repairers, Commercial & Industrial Equipment",/profile/summary/49-2094.00
"Electrical & Electronics Repairers, Powerhouse, Substation, & Relay",/profile/summary/49-2095.00
Electrical Engineers,/profile/summary/17-2071.00
,/profile/bright/17-2071.00
Electrical Power-Line Installers & Repairers,/profile/summary/49-9051.00
,/profile/bright/49-9051.00
Electricians,/profile/summary/47-2111.00
,/profile/bright/47-2111.00
Electro-Mechanical & Mechatronics Technologists & Technicians,/profile/summary/17-3024.00
Electromechanical Equipment Assemblers,/profile/summary/51-2023.00
,/profile/bright/51-2023.00
"Electronic Equipment Installers & Repairers, Motor Vehicles",/profile/summary/49-2096.00
Electronics Engineers,/profile/summary/17-2072.00
,/profile/bright/17-2072.00
Elementary School Teachers,/profile/summary/25-2021.00
Elevator & Escalator Installers & Repairers,/profile/summary/47-4021.00
,/profile/bright/47-4021.00
"Eligibility Interviewers, Government Programs",/profile/summary/43-4061.00
Embalmers,/profile/summary/39-4011.00
Emergency Management Directors,/profile/summary/11-9161.00
Emergency Medical Technicians,/profile/summary/29-2042.00
,/profile/bright/29-2042.00
Emergency Medicine Physicians,/profile/summary/29-1214.00
Endoscopy Technicians,/profile/summary/31-9099.02
,/profile/bright/31-9099.02
Energy Auditors,/profile/summary/47-4011.01
Energy Engineers,/profile/summary/17-2199.03
Engine & Other Machine Assemblers,/profile/summary/51-2031.00
"Engineering Teachers, Postsecondary",/profile/summary/25-1032.00
,/profile/bright/25-1032.00
"English Language & Literature Teachers, Postsecondary",/profile/summary/25-1123.00
Entertainment & Recreation Managers,/profile/summary/11-9072.00
,/profile/bright/11-9072.00
Environmental Compliance Inspectors,/profile/summary/13-1041.01
Environmental Economists,/profile/summary/19-3011.01
Environmental Engineering Technologists & Technicians,/profile/summary/17-3025.00
Environmental Engineers,/profile/summary/17-2081.00
,/profile/bright/17-2081.00
Environmental Restoration Planners,/profile/summary/19-2041.02
,/profile/bright/19-2041.02
"Environmental Science & Protection Technicians, Including Health",/profile/summary/19-4042.00
,/profile/bright/19-4042.00
"Environmental Science Teachers, Postsecondary",/profile/summary/25-1053.00
"Environmental Scientists & Specialists, Including Health",/profile/summary/19-2041.00
,/profile/bright/19-2041.00
Epidemiologists,/profile/summary/19-1041.00
,/profile/bright/19-1041.00
Equal Opportunity Representatives & Officers,/profile/summary/13-1041.03
Etchers & Engravers,/profile/summary/51-9194.00
"Excavating & Loading Machine & Dragline Operators, Surface Mining",/profile/summary/47-5022.00
Executive Secretaries & Executive Administrative Assistants,/profile/summary/43-6011.00
Exercise Physiologists,/profile/summary/29-1128.00
,/profile/bright/29-1128.00
Exercise Trainers & Group Fitness Instructors,/profile/summary/39-9031.00
,/profile/bright/39-9031.00
"Explosives Workers, Ordnance Handling Experts, & Blasters",/profile/summary/47-5032.00
"Extruding & Drawing Machine Setters, Operators, & Tenders, Metal & Plastic",/profile/summary/51-4021.00
"Extruding & Forming Machine Setters, Operators, & Tenders, Synthetic & Glass Fibers",/profile/summary/51-6091.00
"Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders",/profile/summary/51-9041.00
Fabric & Apparel Patternmakers,/profile/summary/51-6092.00
Facilities Managers,/profile/summary/11-3013.00
Fallers,/profile/summary/45-4021.00
"Family & Consumer Sciences Teachers, Postsecondary",/profile/summary/25-1192.00
Family Medicine Physicians,/profile/summary/29-1215.00
Farm & Home Management Educators,/profile/summary/25-9021.00
Farm Equipment Mechanics & Service Technicians,/profile/summary/49-3041.00
,/profile/bright/49-3041.00
Farm Labor Contractors,/profile/summary/13-1074.00
,/profile/bright/13-1074.00
"Farmers, Ranchers, & Other Agricultural Managers",/profile/summary/11-9013.00
"Farmworkers & Laborers, Crop, Nursery, & Greenhouse",/profile/summary/45-2092.00
"Farmworkers, Farm, Ranch, & Aquacultural Animals",/profile/summary/45-2093.00
Fashion Designers,/profile/summary/27-1022.00
Fast Food & Counter Workers,/profile/summary/35-3023.00
,/profile/bright/35-3023.00
Fence Erectors,/profile/summary/47-4031.00
Fiberglass Laminators & Fabricators,/profile/summary/51-2051.00
File Clerks,/profile/summary/43-4071.00
Film & Video Editors,/profile/summary/27-4032.00
Financial & Investment Analysts,/profile/summary/13-2051.00
,/profile/bright/13-2051.00
Financial Examiners,/profile/summary/13-2061.00
,/profile/bright/13-2061.00
Financial Managers,/profile/summary/11-3031.00
,/profile/bright/11-3031.00
Financial Quantitative Analysts,/profile/summary/13-2099.01
,/profile/bright/13-2099.01
Financial Risk Specialists,/profile/summary/13-2054.00
,/profile/bright/13-2054.00
"Fine Artists, Including Painters, Sculptors, & Illustrators",/profile/summary/27-1013.00
Fire Inspectors & Investigators,/profile/summary/33-2021.00
Fire-Prevention & Protection Engineers,/profile/summary/17-2111.02
Firefighters,/profile/summary/33-2011.00
First-Line Supervisors of Construction Trades & Extraction Workers,/profile/summary/47-1011.00
,/profile/bright/47-1011.00
First-Line Supervisors of Correctional Officers,/profile/summary/33-1011.00
First-Line Supervisors of Entertainment & Recreation Workers,/profile/summary/39-1014.00
,/profile/bright/39-1014.00
"First-Line Supervisors of Farming, Fishing, & Forestry Workers",/profile/summary/45-1011.00
First-Line Supervisors of Firefighting & Prevention Workers,/profile/summary/33-1021.00
First-Line Supervisors of Food Preparation & Serving Workers,/profile/summary/35-1012.00
,/profile/bright/35-1012.00
First-Line Supervisors of Gambling Services Workers,/profile/summary/39-1013.00
"First-Line Supervisors of Helpers, Laborers, & Material Movers, Hand",/profile/summary/53-1042.00
First-Line Supervisors of Housekeeping & Janitorial Workers,/profile/summary/37-1011.00
"First-Line Supervisors of Landscaping, Lawn Service, & Groundskeeping Workers",/profile/summary/37-1012.00
First-Line Supervisors of Material-Moving Machine & Vehicle Operators,/profile/summary/53-1043.00
"First-Line Supervisors of Mechanics, Installers, & Repairers",/profile/summary/49-1011.00
First-Line Supervisors of Non-Retail Sales Workers,/profile/summary/41-1012.00
First-Line Supervisors of Office & Administrative Support Workers,/profile/summary/43-1011.00
,/profile/bright/43-1011.00
First-Line Supervisors of Passenger Attendants,/profile/summary/53-1044.00
First-Line Supervisors of Personal Service Workers,/profile/summary/39-1022.00
,/profile/bright/39-1022.00
First-Line Supervisors of Police & Detectives,/profile/summary/33-1012.00
First-Line Supervisors of Production & Operating Workers,/profile/summary/51-1011.00
First-Line Supervisors of Retail Sales Workers,/profile/summary/41-1011.00
,/profile/bright/41-1011.00
First-Line Supervisors of Security Workers,/profile/summary/33-1091.00
Fish & Game Wardens,/profile/summary/33-3031.00
Fishing & Hunting Workers,/profile/summary/45-3031.00
Fitness & Wellness Coordinators,/profile/summary/11-9179.01
,/profile/bright/11-9179.01
Flight Attendants,/profile/summary/53-2031.00
,/profile/bright/53-2031.00
Floor Layers,/profile/summary/47-2042.00
,/profile/bright/47-2042.00
Floor Sanders & Finishers,/profile/summary/47-2043.00
Floral Designers,/profile/summary/27-1023.00
"Food & Tobacco Roasting, Baking, & Drying Machine Operators & Tenders",/profile/summary/51-3091.00
Food Batchmakers,/profile/summary/51-3092.00
,/profile/bright/51-3092.00
Food Cooking Machine Operators & Tenders,/profile/summary/51-3093.00
Food Preparation Workers,/profile/summary/35-2021.00
,/profile/bright/35-2021.00
Food Science Technicians,/profile/summary/19-4013.00
,/profile/bright/19-4013.00
Food Scientists & Technologists,/profile/summary/19-1012.00
,/profile/bright/19-1012.00
"Food Servers, Nonrestaurant",/profile/summary/35-3041.00
Food Service Managers,/profile/summary/11-9051.00
"Foreign Language & Literature Teachers, Postsecondary",/profile/summary/25-1124.00
Forensic Science Technicians,/profile/summary/19-4092.00
,/profile/bright/19-4092.00
Forest & Conservation Technicians,/profile/summary/19-4071.00
Forest & Conservation Workers,/profile/summary/45-4011.00
Forest Fire Inspectors & Prevention Specialists,/profile/summary/33-2022.00
,/profile/bright/33-2022.00
Foresters,/profile/summary/19-1032.00
"Forestry & Conservation Science Teachers, Postsecondary",/profile/summary/25-1043.00
"Forging Machine Setters, Operators, & Tenders, Metal & Plastic",/profile/summary/51-4022.00
Foundry Mold & Coremakers,/profile/summary/51-4071.00
"Fraud Examiners, Investigators & Analysts",/profile/summary/13-2099.04
,/profile/bright/13-2099.04
Freight Forwarders,/profile/summary/43-5011.01
,/profile/bright/43-5011.01
Fuel Cell Engineers,/profile/summary/17-2141.01
,/profile/bright/17-2141.01
Fundraisers,/profile/summary/13-1131.00
,/profile/bright/13-1131.00
Fundraising Managers,/profile/summary/11-2033.00
,/profile/bright/11-2033.00
Funeral Attendants,/profile/summary/39-4021.00
Funeral Home Managers,/profile/summary/11-9171.00
"Furnace, Kiln, Oven, Drier, & Kettle Operators & Tenders",/profile/summary/51-9051.00
Furniture Finishers,/profile/summary/51-7021.00
Gambling & Sports Book Writers & Runners,/profile/summary/39-3012.00
Gambling Cage Workers,/profile/summary/43-3041.00
Gambling Change Persons & Booth Cashiers,/profile/summary/41-2012.00
Gambling Dealers,/profile/summary/39-3011.00
Gambling Managers,/profile/summary/11-9071.00
Gambling Surveillance Officers & Gambling Investigators,/profile/summary/33-9031.00
Gas Compressor & Gas Pumping Station Operators,/profile/summary/53-7071.00
Gas Plant Operators,/profile/summary/51-8092.00
Gem & Diamond Workers,/profile/summary/51-9071.06
General & Operations Managers,/profile/summary/11-1021.00
,/profile/bright/11-1021.00
General Internal Medicine Physicians,/profile/summary/29-1216.00
Genetic Counselors,/profile/summary/29-9092.00
,/profile/bright/29-9092.00
Geneticists,/profile/summary/19-1029.03
,/profile/bright/19-1029.03
Geodetic Surveyors,/profile/summary/17-1022.01
,/profile/bright/17-1022.01
Geographers,/profile/summary/19-3092.00
Geographic Information Systems Technologists & Technicians,/profile/summary/15-1299.02
,/profile/bright/15-1299.02
"Geography Teachers, Postsecondary",/profile/summary/25-1064.00
Geological Technicians,/profile/summary/19-4043.00
Geoscientists,/profile/summary/19-2042.00
,/profile/bright/19-2042.00
Geothermal Production Managers,/profile/summary/11-3051.02
Geothermal Technicians,/profile/summary/49-9099.01
"Glass Blowers, Molders, Benders, & Finishers",/profile/summary/51-9195.04
Glaziers,/profile/summary/47-2121.00
